#queryIndex,queryItem,stringId,preferredName,annotation
281,EGFL7,9606.ENSP00000360764,EGFL7,Epidermal growth factor-like protein 7; Regulates vascular tubulogenesis in vivo. Inhibits platelet- derived growth factor (PDGF)-BB-induced smooth muscle cell migration and promotes endothelial cell adhesion to the extracellular matrix and angiogenesis.
282,ALK,9606.ENSP00000373700,ALK,"ALK tyrosine kinase receptor; Neuronal receptor tyrosine kinase that is essentially and transiently expressed in specific regions of the central and peripheral nervous systems and plays an important role in the genesis and differentiation of the nervous system. Transduces signals from ligands at the cell surface, through specific activation of the mitogen- activated protein kinase (MAPK) pathway. Phosphorylates almost exclusively at the first tyrosine of the Y-x-x-x-Y-Y motif. Following activation by ligand, ALK induces tyrosine phosphorylation of CBL, FRS2, IRS1 and SHC1, as well as o [...] "
283,CEMIP2,9606.ENSP00000366243,CEMIP2,"Cell surface hyaluronidase; Cell surface hyaluronidase that mediates the initial cleavage of extracellular high-molecular-weight hyaluronan into intermediate- size hyaluronan of approximately 5 kDa fragments. Acts as a regulator of angiogenesis and heart morphogenesis by mediating degradation of extracellular hyaluronan, thereby regulating VEGF signaling (By similarity). Is very specific to hyaluronan; not able to cleave chondroitin sulfate or dermatan sulfate."
284,SLC12A6,9606.ENSP00000346112,SLC12A6,Solute carrier family 12 member 6; Mediates electroneutral potassium-chloride cotransport. May be activated by cell swelling. May contribute to cell volume homeostasis in single cells.
285,ATP5IF1,9606.ENSP00000335203,ATP5IF1,"ATPase inhibitor, mitochondrial; Endogenous F(1)F(o)-ATPase inhibitor limiting ATP depletion when the mitochondrial membrane potential falls below a threshold and the F(1)F(o)-ATP synthase starts hydrolyzing ATP to pump protons out of the mitochondrial matrix. Required to avoid the consumption of cellular ATP when the F(1)F(o)-ATP synthase enzyme acts as an ATP hydrolase. Indirectly acts as a regulator of heme synthesis in erythroid tissues: regulates heme synthesis by modulating the mitochondrial pH and redox potential, allowing FECH to efficiently catalyze the incorporation of iron i [...] "
286,GDF2,9606.ENSP00000463051,GDF2,Growth/differentiation factor 2; Potent circulating inhibitor of angiogenesis. Signals through the type I activin receptor ACVRL1 but not other Alks. Signaling through SMAD1 in endothelial cells requires TGF-beta coreceptor endoglin/ENG.
287,VAV3,9606.ENSP00000359073,VAV3,"Guanine nucleotide exchange factor VAV3; Exchange factor for GTP-binding proteins RhoA, RhoG and, to a lesser extent, Rac1. Binds physically to the nucleotide-free states of those GTPases. Plays an important role in angiogenesis. Its recruitment by phosphorylated EPHA2 is critical for EFNA1-induced RAC1 GTPase activation and vascular endothelial cell migration and assembly (By similarity). May be important for integrin-mediated signaling, at least in some cell types. In osteoclasts, along with SYK tyrosine kinase, required for signaling through integrin alpha-v/beta-1 (ITAGV-ITGB1), a  [...] "
288,FZD4,9606.ENSP00000434034,FZD4,"Frizzled-4; Receptor for Wnt proteins. Most frizzled receptors are coupled to the beta-catenin (CTNNB1) canonical signaling pathway, which leads to the activation of disheveled proteins, inhibition of GSK-3 kinase, nuclear accumulation of beta-catenin (CTNNB1) and activation of Wnt target genes. Plays a critical role in retinal vascularization by acting as a receptor for Wnt proteins and norrin (NDP) (By similarity). In retina, it can be activated by Wnt protein-binding and also by Wnt-independent signaling via binding of norrin (NDP), promoting in both cases beta-catenin (CTNNB1) accu [...] "
289,APLN,9606.ENSP00000391800,APLN,Apelin-13; Endogenous ligand for the apelin receptor (APLNR). Drives internalization of the apelin receptor (By similarity). Apelin-36 dissociates more hardly than (pyroglu)apelin-13 from APLNR (By similarity). Hormone involved in the regulation of cardiac precursor cell movements during gastrulation and heart morphogenesis (By similarity). Has an inhibitory effect on cytokine production in response to T-cell receptor/CD3 cross-linking; the oral intake of apelin in the colostrum and the milk might therefore modulate immune responses in neonates (By similarity). Plays a role in early co [...] 
290,MINAR1,9606.ENSP00000307461,MINAR1,Major intrinsically disordered Notch2-binding receptor 1; Intrinsically disordered protein which may negatively regulate mTOR signaling pathway by stabilizing the mTOR complex component DEPTOR. Negatively regulates angiogenesis. Negatively regulates cell growth. Negatively regulates neurite outgrowth in hippocampal neurons (By similarity); Belongs to the MINAR family.
291,THSD7A,9606.ENSP00000406482,THSD7A,"Thrombospondin type-1 domain-containing protein 7A, soluble form; [Thrombospondin type-1 domain-containing protein 7A]: Plays a role in actin cytoskeleton rearrangement."
292,ANGPT4,9606.ENSP00000371347,ANGPT4,"Angiopoietin-4; Binds to TEK/TIE2, modulating ANGPT1 signaling. Can induce tyrosine phosphorylation of TEK/TIE2. Promotes endothelial cell survival, migration and angiogenesis."
293,AMOTL2,9606.ENSP00000424765,AMOTL2,"Angiomotin-like protein 2; Regulates the translocation of phosphorylated SRC to peripheral cell-matrix adhesion sites. Required for proper architecture of actin filaments. Inhibits the Wnt/beta-catenin signaling pathway, probably by recruiting CTNNB1 to recycling endosomes and hence preventing its translocation to the nucleus. Participates in angiogenesis. May play a role in the polarity, proliferation and migration of endothelial cells. Selectively promotes FGF-induced MAPK activation through SRC; Belongs to the angiomotin family."
294,HIF3A,9606.ENSP00000366898,HIF3A,Hypoxia-inducible factor 3-alpha; Acts as a transcriptional regulator in adaptive response to low oxygen tension. Acts as a regulator of hypoxia-inducible gene expression. Functions as an inhibitor of angiogenesis in hypoxic cells of the cornea. Plays a role in the development of the cardiorespiratory system. May also be involved in apoptosis (By similarity). [Isoform 3]: Attenuates the ability of transcription factor HIF1A to bind to hypoxia-responsive elements (HRE) located within the enhancer/promoter of hypoxia-inducible target genes and hence inhibits HRE-driven transcriptional ac [...] 
295,PLXND1,9606.ENSP00000317128,PLXND1,"Plexin-D1; Cell surface receptor for SEMA4A and for class 3 semaphorins, such as SEMA3A, SEMA3C and SEMA3E. Plays an important role in cell-cell signaling, and in regulating the migration of a wide spectrum of cell types. Regulates the migration of thymocytes in the medulla. Regulates endothelial cell migration. Plays an important role in ensuring the specificity of synapse formation. Required for normal development of the heart and vasculature (By similarity). Mediates anti-angiogenic signaling in response to SEMA3E; Belongs to the plexin family."
296,ANGPTL3,9606.ENSP00000360170,ANGPTL3,"Angiopoietin-related protein 3; Acts in part as a hepatokine that is involved in regulation of lipid and glucose metabolism. Proposed to play a role in the trafficking of energy substrates to either storage or oxidative tissues in response to food intake (By similarity). Has a stimulatory effect on plasma triglycerides (TG), which is achieved by suppressing plasma TG clearance via inhibition of LPL activity. The inhibition of LPL activity appears to be an indirect mechanism involving recruitment of proprotein convertases PCSK6 and FURIN to LPL leading to cleavage and dissociation of LP [...] "
297,HEY1,9606.ENSP00000338272,HEY1,"Hairy/enhancer-of-split related with YRPW motif protein 1; Transcriptional repressor which binds preferentially to the canonical E box sequence 5'-CACGTG-3'. Downstream effector of Notch signaling required for cardiovascular development. Specifically required for the Notch-induced endocardial epithelial to mesenchymal transition, which is itself criticial for cardiac valve and septum development. May be required in conjunction with HEY2 to specify arterial cell fate or identity. Promotes maintenance of neuronal precursor cells and glial versus neuronal fate specification. Represses tra [...] "
298,NOX1,9606.ENSP00000362057,NOX1,"NADPH oxidase 1; NOH-1S is a voltage-gated proton channel that mediates the H(+) currents of resting phagocytes and other tissues. It participates in the regulation of cellular pH and is blocked by zinc. NOH-1L is a pyridine nucleotide-dependent oxidoreductase that generates superoxide and might conduct H(+) ions as part of its electron transport mechanism, whereas NOH-1S does not contain an electron transport chain."
299,ADGRG1,9606.ENSP00000455215,ADGRG1,"Adhesion G-protein coupled receptor G1; Receptor involved in cell adhesion and probably in cell-cell interactions. Mediates cell matrix adhesion in developing neurons and hematopoietic stem cells. Receptor for collagen III/COL3A1 in the developing brain and involved in regulation of cortical development, specifically in maintenance of the pial basement membrane integrity and in cortical lamination (By similarity). Binding to the COL3A1 ligand inhibits neuronal migration and activates the RhoA pathway by coupling to GNA13 and possibly GNA12. Plays a role in the maintenance of hematopoie [...] "
300,CLIC4,9606.ENSP00000363500,CLIC4,Chloride intracellular channel protein 4; Can insert into membranes and form poorly selective ion channels that may also transport chloride ions. Channel activity depends on the pH. Membrane insertion seems to be redox-regulated and may occur only under oxydizing conditions. Promotes cell-surface expression of HRH3. Has alternate cellular functions like a potential role in angiogenesis or in maintaining apical-basolateral membrane polarity during mitosis and cytokinesis. Could also promote endothelial cell proliferation and regulate endothelial morphogenesis (tubulogenesis).
301,WASF2,9606.ENSP00000483313,WASF2,Wiskott-Aldrich syndrome protein family member 2; Downstream effector molecule involved in the transmission of signals from tyrosine kinase receptors and small GTPases to the actin cytoskeleton. Promotes formation of actin filaments. Part of the WAVE complex that regulates lamellipodia formation. The WAVE complex regulates actin filament reorganization via its interaction with the Arp2/3 complex; Belongs to the SCAR/WAVE family.
