adr_id,adr_term,source
C0151772,Hepatocellular injury,SIDER
C0338831,Liver injury,SIDER
C0151830,Manic psychosis,SIDER
C0151836,Mania,SIDER
C1456784,Urethral pain,SIDER
C0151936,Paranoid reaction,SIDER
C0151966,Paranoia,SIDER
C0152027,Tendon disorder,SIDER
C0152029,Duodenal ulcer haemorrhage,SIDER
C0152030,Sensory disturbance,SIDER
C0152031,Sinus congestion,SIDER
C0152517,Skin irritation,SIDER
C0156404,Joint swelling,SIDER
C0159321,Viral diarrhoea,SIDER
C0162298,Menstruation irregular,SIDER
C0221776,Facial bones fracture,SIDER
C0231530,Joint stiffness,SIDER
C0231919,Oral pain,SIDER
C0232431,Muscle twitching,SIDER
C0232459,Nasal dryness,SIDER
C0232461,Cold sweat,SIDER
C0233414,Digestion impaired,SIDER
C0233477,Increased appetite,SIDER
C0233488,Disturbance in attention,SIDER
C0233565,Dysphoria,SIDER
C0233632,Feeling of despair,SIDER
C1306341,Bradykinesia,SIDER
C0233651,Thinking abnormal,SIDER
C0233754,Mental disability,SIDER
C0233762,Perseveration,SIDER
C0233794,Derealisation,SIDER
C0234458,Hallucination,SIDER
C0234708,Memory impairment,SIDER
C0234913,Abnormal dreams,SIDER
C0235086,Intraocular pressure increased,SIDER
C0235146,Rash erythematous,SIDER
C0235162,Muscle contractions involuntary,SIDER
C1262141,Euphoric mood,SIDER
C0235198,Difficulty sleeping,SIDER
C0235378,Poor quality sleep,SIDER
C0235857,Cerebration impaired,SIDER
C0235996,Hepatotoxicity,SIDER
C0236068,Lacrimation decreased,SIDER
C0237314,Hepatic enzyme increased,SIDER
C0238707,Swollen tongue,SIDER
C0239062,Heart rate irregular,SIDER
C0239729,Impairment of attention,SIDER
C0239739,Circumoral oedema,SIDER
C0239978,Genital rash,SIDER
C0240515,Gingival pain,SIDER
C0240811,Frequent bowel movements,SIDER
C0241060,Nipple pain,SIDER
C0241934,Prostate infection,SIDER
C0242073,Dermal cyst,SIDER
C0948349,Hypomania,SIDER
C0242350,Pulmonary congestion,SIDER
C0242422,Respiratory tract congestion,SIDER
C0260662,Erectile dysfunction,SIDER
C0264309,Parkinsonism,SIDER
C0272426,Auditory disorder NOS,SIDER
C0273482,Vocal cord disorder,SIDER
C0161479,Mouth injury,SIDER
C0277925,Nerve compression,SIDER
C0278107,Nerve injury,SIDER
C0339916,Peripheral coldness,SIDER
C0344315,Painful ejaculation,SIDER
C0392156,Viral upper respiratory tract infection,SIDER
C0392176,Depressed mood,SIDER
C1291078,Akathisia,SIDER
C0392703,Gastric irritation,SIDER
C0393760,Epigastric discomfort,SIDER
C0393761,Shakiness,SIDER
C0409497,Initial insomnia,SIDER
C0423798,Middle insomnia,SIDER
C0424000,Joint injury,SIDER
C0425481,Increased tendency to bruise,SIDER
C1260922,Suicidal ideation,SIDER
C0426636,Respiratory sighs,SIDER
C0434437,Respiration abnormal,SIDER
C0435002,Defaecation urgency,SIDER
C0435630,Joint sprain,SIDER
C0455769,Ligament sprain,SIDER
C0474378,Wrist fracture,SIDER
C0475858,Energy increased,SIDER
C0476254,Hair colour changes,SIDER
C0497156,Pruritus generalised,SIDER
C0497209,Dyslexia,SIDER
C0520594,Lymphadenopathy,SIDER
C0587094,Conjunctivitis infective,SIDER
C0520966,Breast microcalcification,SIDER
C0521592,Breast calcifications,SIDER
C0521991,Coordination abnormal,SIDER
C0038435,Hypoaesthesia oral,SIDER
C0522178,Stress symptoms,SIDER
C0522251,Stress,SIDER
C0541798,Self-injurious ideation,SIDER
C0542165,Sinus pain,SIDER
C0542571,Terminal insomnia,SIDER
C0547030,Pseudoparkinsonism,SIDER
C0150450,Face oedema,SIDER
C0549310,Visual disturbance,SIDER
C1609512,Altered state of consciousness,SIDER
C0549622,Vaginal mycosis,SIDER
C0555724,Vulvovaginal mycotic infection,SIDER
C0558401,Sexual dysfunction,SIDER
C0558489,Lip dry,SIDER
C0563238,Skin laceration,SIDER
C0574067,Renal pain,SIDER
C0577628,Gastritis viral,SIDER
C0856604,Cough increased,SIDER
C0578687,Latex allergy,SIDER
C0581912,Rubber sensitivity,SIDER
C0686347,Sore eye,SIDER
C0699744,Sensation of heaviness,SIDER
C0700184,Tardive dyskinesia,SIDER
C0743668,Ear infection,SIDER
C0852919,Throat irritation,SIDER
C0853348,Limb injury,SIDER
C0855235,Ear and labyrinth disorders,SIDER
C0855237,Animal scratch,SIDER
C0858635,Arthropod bite,SIDER
C0549373,Feelings of worthlessness,SIDER
C0877046,Social avoidant behaviour,SIDER
C0877179,Pharyngolaryngeal pain,SIDER
C0877303,Laryngeal pain,SIDER
C1619712,Tooth infection,SIDER
C0877322,Injection site joint pain,SIDER
C0877508,Post procedural pain,SIDER
C0878773,Procedural pain,SIDER
C0917799,Muscle tightness,SIDER
C1112537,Irritation gum,SIDER
C1167677,Hypertonic bladder,SIDER
C1260880,Hypersomnia,SIDER
C1328308,Neurological examination abnormal,SIDER
C1384606,Infrequent bowel movements,SIDER
C1510410,Rhinorrhoea,SIDER
C1542178,Increased upper airway secretion,SIDER
C1579838,Dyspareunia,SIDER
C1971624,Parosmia,SIDER
C2584688,Lower limb fracture,SIDER
C2979982,Sore mouth,SIDER
C0000768,Appetite absent,SIDER
C0424605,Testicular swelling,SIDER
C0004623,Vaginal haemorrhage,SIDER
C0005741,Congenital anomaly,SIDER
C0005778,Developmental delay,SIDER
C0005779,Bacterial infection,SIDER
C0005940,Blepharitis,SIDER
C0006152,Clotting,SIDER
C0006826,Coagulopathy,SIDER
C0006840,Bone disorder,SIDER
C0006852,Breast swelling,SIDER
C0700345,Neoplasm malignant,SIDER
C0007787,Candida infection,SIDER
C0007820,Vaginal moniliasis,SIDER
C0007855,Vulvovaginal candidiasis,SIDER
C0007869,Transient ischaemic attack,SIDER
C0008325,Cerebrovascular disorder,SIDER
C0008350,Cervical polyp,SIDER
C0008489,Uterine cervical erosion,SIDER
C0009443,Cholecystitis,SIDER
C0010072,Cholelithiasis,SIDER
C0011616,Chorea,SIDER
C0012813,Common cold,SIDER
C0013447,Coronary artery thrombosis,SIDER
C0013985,Dermatitis contact,SIDER
C0233459,Diverticulitis,SIDER
C0014173,Ear disorder,SIDER
C0014175,Emotional disturbance NOS,SIDER
C0014544,Emotional disorder,SIDER
C0014743,Endometrial hyperplasia,SIDER
C0015403,Endometriosis,SIDER
C0015929,Epilepsy,SIDER
C0016034,Erythema nodosum,SIDER
C0016977,Eye infection,SIDER
C0018021,Foetal disorder,SIDER
C0018916,Fibrocystic breast disease,SIDER
C0019079,Gallbladder disorder,SIDER
C0019112,Goitre,SIDER
C0019243,Haemangioma,SIDER
C0021167,Haemoptysis,SIDER
C0022354,Haemorrhoids,SIDER
C0022408,Hereditary angioedema,SIDER
C0023533,Incontinence,SIDER
C0227791,Jaundice cholestatic,SIDER
C0023903,Arthropathy,SIDER
C0024103,Leukorrhea,SIDER
C0024902,Vaginal discharge,SIDER
C0025218,Hepatic neoplasm,SIDER
C0025286,Breast mass,SIDER
C0025323,Breast pain,SIDER
C0027339,Chloasma,SIDER
C0029134,Meningioma,SIDER
C0029882,Menorrhagia,SIDER
C0032708,Nail disorder,SIDER
C0033775,Optic neuritis,SIDER
C0033777,Otitis media,SIDER
C2242737,Porphyrin metabolism disorder,SIDER
C0034150,Anal pruritus,SIDER
C1368065,Pruritus genital,SIDER
C0035328,Anorectal discomfort,SIDER
C0037290,Purpura,SIDER
C0549567,Vascular purpura,SIDER
C0040053,Retinal vein occlusion,SIDER
C0042133,Pigmentation skin,SIDER
C0042134,Pigmentation disorder,SIDER
C0042251,Thrombosis,SIDER
C0042256,Uterine leiomyoma,SIDER
C1112214,Uterine haemorrhage,SIDER
C0042345,Vaginal disorder,SIDER
C0042769,Vaginal itching,SIDER
C0042790,Vulvovaginal pruritus,SIDER
C0042994,Varicose vein,SIDER
C0042998,Viral infection,SIDER
C0085688,Disorder sight,SIDER
C0149741,Vulval disorder,SIDER
C0149871,Vulvovaginitis,SIDER
C0151622,Breast engorgement,SIDER
C0151671,Breast discharge,SIDER
C0151766,Deep vein thrombosis,SIDER
C0151825,Endometrial disorder,SIDER
C0151849,Glucose tolerance decreased,SIDER
C0852911,Liver function test abnormal,SIDER
C0151994,Bone pain,SIDER
C0152010,Phosphatase alkaline increased,SIDER
C0153567,Blood alkaline phosphatase increased,SIDER
C0154002,Uterine enlargement,SIDER
C0162566,Withdrawal bleed,SIDER
C0853026,Uterine cancer,SIDER
C0162820,Benign vaginal neoplasm,SIDER
C0178829,Porphyria cutanea tarda,SIDER
C0221717,Porphyria non-acute,SIDER
C0234238,Allergic contact dermatitis,SIDER
C0235234,Reproductive tract disorder,SIDER
C0235511,Contact lens intolerance,SIDER
C1510431,Ache,SIDER
C0235524,Dry throat,SIDER
C0858765,Superficial phlebothrombosis,SIDER
C0235649,Thrombophlebitis superficial,SIDER
C0235660,Vein pain,SIDER
C0235680,Vascular pain,SIDER
C0566951,Breast oedema,SIDER
C0235886,Galactorrhoea,SIDER
C0235889,Vaginitis ulcerative,SIDER
C0235890,Vaginal ulceration,SIDER
C0235955,Leg edema,SIDER
C0236080,Arthritis aggravated,SIDER
C0239521,Migraine aggravated,SIDER
C0241164,Dermatitis hemorrhagic,SIDER
C0241136,Vaginal discomfort,SIDER
C0241729,Facial rash,SIDER
C0265057,Skin tenderness,SIDER
C0266008,Pain of skin,SIDER
C0267797,Weight fluctuation,SIDER
C0269189,Superficial thrombophlebitis of leg,SIDER
C0271650,Breast malformation,SIDER
C0302295,Hepatitis acute,SIDER
C0332563,Ectropion of cervix,SIDER
C0334492,Glucose tolerance impaired,SIDER
C0343863,Eruption,SIDER
C0349790,Papule,SIDER
C0392684,Malignant mesenchymoma,SIDER
C0427085,Genital candidiasis,SIDER
C0456909,Exacerbation of asthma,SIDER
C0476089,Pulse irregular,SIDER
C0497327,Jerky movement NOS,SIDER
C0497365,Blindness,SIDER
C0521987,Endometrial cancer,SIDER
C0541820,Dementia,SIDER
C0542223,Rash generalised,SIDER
C0542243,Pre-existing disease,SIDER
C3160741,Carbohydrate tolerance decreased,SIDER
C0549288,Speech loss,SIDER
C0553713,Toxic reaction (NOS),SIDER
C0553737,Toxicity to various agents,SIDER
C0554976,Pelvic venous thrombosis,SIDER
C0567085,Breast pain female,SIDER
C0575081,Cervical discharge,SIDER
C0577559,Bradyphrenia,SIDER
C0577730,Uterine pain,SIDER
C0600041,Gait disturbance,SIDER
C0600327,Mass,SIDER
C0849916,Family stress,SIDER
C0853020,Bladder infection,SIDER
C0853074,Toxic shock syndrome,SIDER
C0853700,Generalised erythema,SIDER
C0853879,Blood oestrogen increased,SIDER
C0877232,Anxiety NEC,SIDER
C0853619,Application site erythema,SIDER
C0877338,Breast cancer invasive NOS,SIDER
C0877359,Peripheral swelling,SIDER
C0919714,Local swelling,SIDER
C0919907,Breast discomfort,SIDER
C1112353,Raised liver function tests,SIDER
C1140680,Retinal vascular thrombosis,SIDER
C1268766,Pleural infection,SIDER
C0549405,Medical device complication,SIDER
C1291077,Ovarian cancer,SIDER
C1458155,Change in blood pressure,SIDER
C2607896,Blood pressure fluctuation,SIDER
C2609183,Abdominal bloating,SIDER
C2939186,Breast neoplasm,SIDER
C2981158,Vulva discomfort,SIDER
C3495440,Abnormal withdrawal bleeding,SIDER
C0002962,Mood alteration NOS,SIDER
C0012797,Loss of libido,SIDER
C0024115,Bleeding breakthrough,SIDER
C0006285,Angina pectoris,SIDER
C0006849,Diuresis,SIDER
C0016927,Lung disorder,SIDER
C0232602,Bronchopneumonia,SIDER
C0017672,Oral candidiasis,SIDER
C0027720,Gagging,SIDER
C0027726,Retching,SIDER
C0038160,Glossodynia,SIDER
C0221150,Nephrosis,SIDER
C0235874,Nephrotic syndrome,SIDER
C0239134,Staphylococcal infection,SIDER
C0239377,Odynophagia,SIDER
C0242429,Condition aggravated,SIDER
C2363730,Productive cough,SIDER
C2363731,Pain in arm,SIDER
C0520837,Throat sore,SIDER
C0546884,Oropharyngeal discomfort,SIDER
C0555358,Oropharyngeal pain,SIDER
C0853960,Forced expiratory volume decreased,SIDER
C0854425,Hypovolaemia,SIDER
C0860434,Morbid thoughts,SIDER
C0342579,Bacterial disease carrier,SIDER
C0876973,Sputum discoloured,SIDER
C0877134,Fluid and electrolyte imbalance,SIDER
C1096732,Electrolyte imbalance,SIDER
C1167761,Lung infection,SIDER
C1527344,Hernia pain,SIDER
C1740793,Fungus sputum test positive,SIDER
C1961112,Fungal test positive,SIDER
C0026848,Dysphonia,SIDER
C0027121,Post-tussive vomiting,SIDER
C0151539,Decompensation cardiac,SIDER
C0151576,Myopathy,SIDER
C0853034,Myositis,SIDER
C0235490,Blood urea increased,SIDER
C3257803,Creatine phosphokinase increased,SIDER
C0014745,Blood creatine phosphokinase increased,SIDER
C0035508,Peripheral ischaemia,SIDER
C0038450,Tearing eyes,SIDER
C0239488,Palmar erythema,SIDER
C0392162,Rhonchi,SIDER
C0002888,Stridor,SIDER
C0003708,Erythema facial,SIDER
C0007760,Sticky skin,SIDER
C0016689,Anaemia megaloblastic,SIDER
C0036651,Arachnoiditis,SIDER
C0018378,Cerebellar syndrome,SIDER
C0018800,Ephelides,SIDER
C0018991,Solar lentigo,SIDER
C0020255,Guillain-Barre syndrome,SIDER
C0020964,Cardiomegaly,SIDER
C0021061,Hemiplegia,SIDER
C0021831,Hydrocephalus,SIDER
C0022568,Immune status,SIDER
C0023885,Immunology test,SIDER
C0025287,Unspecified disorder of intestine,SIDER
C0025289,Keratitis,SIDER
C0027947,Liver abscess,SIDER
C0030486,Meningism,SIDER
C0221165,Meningitis,SIDER
C0085622,Neutropenia,SIDER
C0031046,Paraplegia,SIDER
C0032266,Diplegia,SIDER
C1112565,Monoplegia,SIDER
C0034933,Pericarditis,SIDER
C0035222,Pneumatosis cystoides intestinalis,SIDER
C0037771,Pneumatosis intestinalis,SIDER
C0221166,Reflexes abnormal,SIDER
C0037928,Acute respiratory distress syndrome,SIDER
C0041364,Spastic paraparesis,SIDER
C0041956,Paraparesis,SIDER
C0079744,Spinal cord disorder,SIDER
C0085625,Tumour lysis syndrome,SIDER
C0151311,Ureteric obstruction,SIDER
C0151313,Diffuse large B-cell lymphoma,SIDER
C0151970,Hypoalgesia,SIDER
C2242588,Cranial nerve paralysis,SIDER
C0206061,Peripheral sensory neuropathy,SIDER
C0206062,Oesophageal ulcer,SIDER
C0235032,Traumatic liver injury,SIDER
C0238634,Intestinal infections,SIDER
C0240735,Interstitial pneumonia,SIDER
C0262405,Interstitial lung disease,SIDER
C0270612,Neurotoxicity,SIDER
C0270716,Anal inflammation,SIDER
C0333355,Personality change,SIDER
C0338656,Cerebral dysfunction,SIDER
C0009241,Leukoencephalopathy,SIDER
C0343084,Hydrocephalus acquired,SIDER
C0392548,Mucosal inflammation,SIDER
C0423602,Cognitive impairment,SIDER
C0521654,Cognitive disorder,SIDER
C0549475,Capillary leak syndrome,SIDER
C0600228,Cauda equina syndrome,SIDER
C0700292,Sensation of foreign body,SIDER
C0729584,Neurological impairment,SIDER
C0740394,Lipase increased,SIDER
C0235416,Cardio-respiratory arrest,SIDER
C0751295,Hypoxemia,SIDER
C0847033,Infectious meningitis,SIDER
C0854467,Hyperuricaemia,SIDER
C0876994,Blood uric acid increased,SIDER
C0878544,Memory loss,SIDER
C0919924,Allergic oedema,SIDER
C0948441,Myelosuppression,SIDER
C0948692,Cardiotoxicity,SIDER
C1258215,Cardiomyopathy,SIDER
C1262036,Pulmonary toxicity,SIDER
C1287298,Venoocclusive disease,SIDER
C1318520,Necrotising colitis,SIDER
C1963775,Ileus,SIDER
C2243080,Ocular toxicity,SIDER
C0852925,Urine output,SIDER
C3160947,Vasculitis necrotising,SIDER
C3241936,Cytarabine syndrome,SIDER
C0577115,Intestinal necrosis,SIDER
C0020757,Gastrointestinal necrosis,SIDER
C0263386,CNS toxicity,SIDER
C0403639,Non-cardiogenic pulmonary oedema,SIDER
C0017086,Soft stools,SIDER
C0031924,Ichthyosis,SIDER
C0235532,Ichthyosis acquired,SIDER
C0242528,Chemical cystitis,SIDER
C0425945,Gangrene,SIDER
C0007867,Piloerection,SIDER
C0162529,Cyanosis peripheral,SIDER
C0281784,Azotaemia,SIDER
C0743516,Prolonged menses,SIDER
C0858833,Cervix disorder,SIDER
C0004610,Colitis ischaemic,SIDER
C0014866,Meningioma benign,SIDER
C0032290,Endometrial thickening,SIDER
C0151826,Endometrial hypertrophy,SIDER
C1112349,Bacteraemia,SIDER
C0162823,Oesophageal stenosis,SIDER
C0022650,Pneumonia aspiration,SIDER
C0392525,Retrosternal pain,SIDER
C0034186,Spinal cord paralysis,SIDER
C0232726,Dermatitis irritant contact,SIDER
C0034886,Calculus of kidney,SIDER
C0341212,Nephrolithiasis,SIDER
C0348801,Pyelonephritis,SIDER
C0155862,Rectal tenesmus,SIDER
C0852922,Proctalgia,SIDER
C0010346,Gastrointestinal fistula,SIDER
C0012254,Pneumonia due to Streptococcus,SIDER
C0085584,Pneumonia streptococcal,SIDER
C0155003,Crohns disease aggravated,SIDER
C0220994,Crohn's disease,SIDER
C0267994,Digitalis toxicity,SIDER
C0039621,Encephalopathy,SIDER
C0014457,Blindness transient,SIDER
C0020473,Hyperammonaemia,SIDER
C0239571,Disorders of fluid,SIDER
C0042384,Tetany,SIDER
C0151883,Eosinophilia,SIDER
C0085932,Hyperlipidaemia,SIDER
C0221423,Foetor hepaticus,SIDER
C0238154,Vasculitis,SIDER
C0522224,Vesiculobullous rash,SIDER
C0585186,Dermatitis bullous,SIDER
C0836924,Sickness,SIDER
C0856150,Epidural haemorrhage,SIDER
C0860155,Paralysis,SIDER
C0948824,Cutaneous hypersensitivity,SIDER
C2242582,Thrombocytosis,SIDER
C3160769,Spinal haematoma,SIDER
C0020676,Non-Q wave MI,SIDER
C0085654,Haemorrhagic anaemia,SIDER
C0151649,Cholestatic liver injury,SIDER
C0392196,Major bleed,SIDER
C0521505,Hypothyroidism,SIDER
C0852625,Injection site granuloma,SIDER
C0018794,Injection site fibrosis,SIDER
C0035232,Injection site urticaria,SIDER
C0085620,Injection site dermatitis,SIDER
C0234146,Injection site erythema,SIDER
C0239385,Block heart,SIDER
C0001925,Respiratory paralysis,SIDER
C0024523,Paralysis flaccid,SIDER
C0025281,Areflexia,SIDER
C0028738,Paresthesia of limbs,SIDER
C0028961,Albuminuria,SIDER
C0235280,Malabsorption,SIDER
C0595916,Meniere's disease,SIDER
C0599918,Nystagmus,SIDER
C1320835,Oliguria,SIDER
C3495931,Ototoxicity,SIDER
C0001125,Nephropathy toxic,SIDER
C0017105,Nephrotoxicity,SIDER
C0022116,Drug fever,SIDER
C0022658,Vestibular toxicity,SIDER
C0034642,Lactic acidosis,SIDER
C0038525,Gas gangrene,SIDER
C0080203,Ischaemia,SIDER
C0277941,Nephropathy,SIDER
C0597457,Rales,SIDER
C0812387,Subarachnoid haemorrhage,SIDER
C0234192,Tachyarrhythmia,SIDER
C0857121,Blanching of skin,SIDER
C0857245,Skeletal injury,SIDER
C1735322,Coldness,SIDER
C1737214,Feeling cold,SIDER
C3267019,Hypertensive,SIDER
C0007780,Redness of face,SIDER
C0010278,Injection site pallor,SIDER
C0018213,Injection site injury,SIDER
C0021359,Central nervous system haemorrhage,SIDER
C0033845,Cerebral artery embolism,SIDER
C0149887,Craniosynostosis,SIDER
C0014571,Basedow's disease,SIDER
C0231274,Infertility,SIDER
C1112320,Benign intracranial hypertension,SIDER
C0235395,Slipped femoral capital epiphysis,SIDER
C0151559,Epiphysiolysis,SIDER
C0033687,Heat intolerance,SIDER
C0948586,Temperature intolerance,SIDER
C0033860,Fluid loss,SIDER
C0035258,CNS depression NOS,SIDER
C0038354,Proteinuria,SIDER
C0159060,Protein urine present,SIDER
C1963818,Psoriasis,SIDER
C0234632,Restless legs syndrome,SIDER
C0235351,Gastric disorder,SIDER
C0236065,Abnormal bowel sounds,SIDER
C0239816,Gastrointestinal sounds abnormal,SIDER
C0262578,Visual acuity reduced,SIDER
C0438215,Tongue ulceration,SIDER
C0522351,Oedema mouth,SIDER
C0853945,Hand dermatitis,SIDER
C0860514,Night cramps,SIDER
C0002063,Laboratory test abnormal,SIDER
C0012359,Vertigo positional,SIDER
C0015734,Oral mucosal blistering,SIDER
C1321686,Dreamy state,SIDER
C0025637,Alkalosis,SIDER
C0027709,Distention,SIDER
C0085681,Faecalith,SIDER
C0149514,Faecaloma,SIDER
C0040586,Methaemoglobinaemia,SIDER
C0151529,Nephrocalcinosis,SIDER
C0151578,Hyperphosphataemia,SIDER
C0220983,Acute bronchitis,SIDER
C0236024,Tracheobronchitis,SIDER
C0858581,Bleeding time prolonged,SIDER
C0858598,Creatinine increased,SIDER
C1720775,Metabolic alkalosis,SIDER
C2747793,Pharyngeal oedema,SIDER
C2748540,Numbness generalized,SIDER
C0854375,Taste salty,SIDER
C0000889,Renal tubular necrosis,SIDER
C0008370,Acute phosphate nephropathy,SIDER
C0011630,Mucosal bleeding,SIDER
C0015732,Mucosal haemorrhage,SIDER
C0016867,Acanthosis nigricans,SIDER
C0242301,Cholestasis,SIDER
C0017601,Fungal skin infection,SIDER
C0018099,Faecal incontinence,SIDER
C0019209,Furunculosis,SIDER
C0019270,Furuncle,SIDER
C0020459,Glaucoma,SIDER
C0852795,Gout,SIDER
C0022593,Hepatomegaly,SIDER
C0023052,Hernia,SIDER
C0023066,Hyperinsulinism,SIDER
C0024440,Blood insulin increased,SIDER
C0030920,Keratosis,SIDER
C0151603,Laryngeal oedema,SIDER
C0151691,Laryngospasm,SIDER
C0151785,Cystoid macular oedema,SIDER
C0234193,Peptic ulcer,SIDER
C0241057,Generalised oedema,SIDER
C0271051,High density lipoprotein decreased,SIDER
C0302314,Mucous membrane disorder,SIDER
C0524620,Sensation of heat,SIDER
C0549386,Skin burning sensation,SIDER
C0595877,Macular oedema,SIDER
C0857370,Xanthoma,SIDER
C1963943,Metabolic syndrome,SIDER
C0151942,Sensation of warmth,SIDER
C0038363,Blood glucose increased,SIDER
C0005758,Generalized flushing,SIDER
C0019345,Atherothrombosis,SIDER
C0341012,Arterial thrombosis,SIDER
C0019825,Aphthous stomatitis,SIDER
C0028043,Blister,SIDER
C0038367,Herpes labialis,SIDER
C0038587,Oral herpes,SIDER
C0040128,Hoarseness,SIDER
C0162287,Nicotine dependence,SIDER
C0234131,Ulcerative stomatitis,SIDER
C0235966,Withdrawal syndrome,SIDER
C0238311,Thyroid disorder,SIDER
C0275378,Abnormal faeces,SIDER
C0240557,Motor dysfunction,SIDER
C0858259,Dreaming excessive,SIDER
C0264267,Nicotine poisoning,SIDER
C0277794,Tobacco poisoning,SIDER
C0399459,Nasal irritation,SIDER
C0439857,Nasal discomfort,SIDER
C1167842,Nasal ulcer,SIDER
C0004044,Prostration,SIDER
C0042847,Oral discomfort,SIDER
C0541947,Dependence,SIDER
C0151560,Tobacco withdrawal symptoms,SIDER
C1867423,Asphyxia,SIDER
C0151795,Occupational exposures,SIDER
C0242151,Vitamin B12 deficiency,SIDER
C1168188,Excitation cerebral,SIDER
C0029442,Central nervous system stimulation,SIDER
C0151940,Vascular resistance pulmonary increased,SIDER
C0221512,Injection site necrosis,SIDER
C0574002,Violent,SIDER
C0575810,Intermittent headache,SIDER
C0001364,Osteomalacia,SIDER
C0002896,Hypocalcemic tetany,SIDER
C0003868,Stomach ache,SIDER
C0014800,Foot edema,SIDER
C0005959,Hands weakness of,SIDER
C0027707,Acute yellow liver atrophy,SIDER
